id,place,uuid,rating,token,ip,user_agent,date_submitted
370900,28,81664eec64412758071fed382a01c286,4,297323293,,,2009-04-27 14:01:37
370901,3,3bbd99f27bf071300f24b445767cf17a,4,662449882,,,2009-04-27 14:01:39
370968,3,522df5b6283a3b822c3915afb36edc12,6,1113124061,,,2009-04-27 14:01:57
371006,3,286934459145062f661f5f685a803ab1,5,1689156042,,,2009-04-27 14:02:06
371036,18,8c854855a3d10b21ad9754275a44d7f6,4,629126260,,,2009-04-27 14:02:12
371037,18,69af72e7b34ac1beaf9f39507206142f,3,1828666014,,,2009-04-27 14:02:13
371062,3,09552e915e45e5175ed4da1cad024063,3,1332760097,,,2009-04-27 14:02:19
371084,18,5fe0fa18ad06b5c21d196d6d9d6e6ea4,2,1133447618,,,2009-04-27 14:02:25
371138,28,d006f591cf97f21168749a20494568a9,4,1966644310,,,2009-04-27 14:02:38
378275,7,50c646fdc887218b4291f1d3d4363e30,4,428914687,,,2009-04-27 14:36:52
378346,7,2eb0c8ce31c4f1ae6b099a3a60140c5c,7,785222623,,,2009-04-27 14:37:17
378430,7,bc7b525d60d0c9419290d5f76190a827,5,1231908287,,,2009-04-27 14:37:46
378562,7,d11ee22be3f2ffea7b2a1ca3cea9a307,7,1427664067,,,2009-04-27 14:38:35
383561,1,f0244ddc79df6486749ed0efdd2667a1,4,1029481789,,,2009-04-27 15:02:00
383562,37,a8669c368fddc90b751b7203ade18154,2,921040085,,,2009-04-27 15:02:00
383804,39,388b2b07fb722bbe346e4c561f9979ca,5,371865088,,,2009-04-27 15:02:23
390976,36,a240b90bd1f5ae2bc3633abd65b735b2,2,1030438816,,,2009-04-27 15:21:42
393701,5,031058ed0e723f3b161af77977a2637a,8,320576571,,,2009-04-27 15:30:35
398237,43,65149e0bde57e8d98f67a5e38523cc98,2,1852362698,,,2009-04-27 15:39:22
430615,1,9c7ab9da0f02d48d53c0e3f44f268a70,5,406863470,,,2009-04-27 16:59:46
448710,39,70b20a256a1cb6a24cb1da9ffcd391b0,4,1052389586,,,2009-04-27 20:57:34
448725,39,6aa56a21e1546131e09990ec6b7b7705,4,1510907933,,,2009-04-27 20:57:50
448731,39,6c1f2a1eaad5f222e24e8aafffbc480e,3,669394772,,,2009-04-27 20:58:04
452618,5,abcf836cfec841bde6d3bb9484b6766f,4,1595210111,,,2009-04-27 22:35:47
452646,5,c3430ae7573e0cf44e59a6d8ff95643a,2,2116327658,,,2009-04-27 22:36:25
452727,5,fe387a93514c6aff79c177f5f01a454e,4,59511271,,,2009-04-27 22:38:20
455120,14,dddae4e62ff19a5c2714e36f3c5f1c9f,5,548886976,,,2009-04-27 23:11:53
468689,1,dc8f12784c1f22ae1b37ebe41a09c075,3,1629466463,,,2009-04-28 00:47:53
470103,8,4dcdab431ebf82469690061b65682333,6,733105861,,,2009-04-28 01:00:18
483423,42,3a825871bebf7e5f70038748db949343,3,2122499130,,,2009-04-28 05:56:46
484542,40,7c8d373b3ef956fa435447694565b0b3,2,655405982,,,2009-04-28 06:10:13
487840,31,5649c97727ff5b6e8c8719fe7ace87ca,1,1001298275,,,2009-04-28 06:43:32
510925,8,c10bdfcb5f61c35ad0b3e5331bd2bf96,10,1671270178,,,2009-04-28 09:20:35
510951,8,2ff4a699f4b3ec68aff3f3c43b3f8c4b,10,403946587,,,2009-04-28 09:20:48
511011,8,55affc0ef8c540bdd5f1b70c263ecf1e,10,2079863797,,,2009-04-28 09:21:15
511016,8,dc37cf58906d95552521046ab7783f3b,10,1690590070,,,2009-04-28 09:21:17
517462,49,2375f6153d02cea7a12f77d4922502f7,6,1633333407,,,2009-04-28 10:25:14
529251,42,b54692b35a6e614adef198981e4a4973,3,990279837,,,2009-04-28 11:36:14
530173,45,c64627bf2cafc011e5c5f575ea312652,3,1020581104,,,2009-04-28 11:40:33
534504,31,b54692b35a6e614adef198981e4a4973,4,1690220672,,,2009-04-28 12:00:08
539070,49,504b939c60996ed5b8d3c2d0ac4bac74,6,567842314,,,2009-04-28 12:21:23
543179,14,7394ee38af1c17df0b97ced830ef0707,5,782485089,,,2009-04-28 12:36:34
545459,14,e242d70187c85f79465d05b540711834,6,1816759968,,,2009-04-28 12:46:36
553968,49,84e7585ede5fe28759f17ae73a879392,6,351041537,,,2009-04-28 13:58:54
561115,43,de294bd46b916d59a2d64404aad2da76,6,1390476329,,,2009-04-28 14:36:37
582137,45,00a5589bdbad90eca2f8f9109c9e7e98,2,1182707081,,,2009-04-28 16:40:04
592460,43,e78311d87afef7c4cff8cfb119b45831,1,769131145,,,2009-04-28 18:15:54
595056,36,bc49a0c993f707784537b017bb9ac9ee,2,1916061798,,,2009-04-28 18:36:11
603862,40,fd33198789726995bd2d247552a8809e,2,676213557,,,2009-04-28 19:59:52
604088,40,18a64ba8df12d5ea33c8ad0de5a8412e,3,768111744,,,2009-04-28 20:01:46
609829,42,5979de321ad4d29e917c0d721b3c0a80,3,1688313033,,,2009-04-28 21:00:15
611512,1,5979de321ad4d29e917c0d721b3c0a80,5,2126683946,,,2009-04-28 21:11:14
621285,14,a9a09d2ccfd9ee17adb23308b0088b8e,4,817873899,,,2009-04-28 22:33:20
624317,42,73d3b2e003255b8e0f8ecdd764633c36,3,1275136783,,,2009-04-28 23:10:37
627564,49,a606c5912bf4e7b53e05604072abc6b5,2,931099206,,,2009-04-29 00:15:18
641461,36,5ef38409acfd57553bb7f84e166b03dd,1,1282341721,,,2009-04-29 09:31:32
643055,40,d6858f6010d0650682defddf74cff568,5,609986406,,,2009-04-29 10:11:23
646809,1,bc07d843ae4438aa359b73828857c91e,1,515306308,,,2009-04-29 11:27:32
649721,37,665c53d20c039e9b867b29c71939f657,1,388482026,,,2009-04-29 12:16:36
662347,45,f0049576bfc8c3c3bdf6023a6be65be5,1,2044927594,,,2009-04-29 15:38:27
663247,37,f0049576bfc8c3c3bdf6023a6be65be5,1,1438087179,,,2009-04-29 15:47:53
669568,45,778c1a1e49b9fc6a381757dcfcf187e0,1,39854520,,,2009-04-29 18:19:08
670067,43,96d4df2fc0f941f4be94664d4ada4d3e,7,1211842043,,,2009-04-29 18:33:05
674047,36,806e0423183b84339db941f7c6db8dd2,1,219045564,,,2009-04-29 20:02:54
675117,31,1b02c69e683fc40771996b7dc7c42f20,2,1901080301,,,2009-04-29 20:34:31
676145,15,b257659fd63e48eb4ad2a5c3b04d23e0,4,1795139419,,,2009-04-29 21:13:53
683176,15,292c055f6a0f3dbaaebacb2fb1e73bf9,8,562696400,,,2009-04-30 08:47:25
685176,15,6874cb92b42b3a7a3c0794051de44dfe,2,2067855781,,,2009-04-30 09:49:27
693976,9,f4ee78def1890fca0530e89aea7e433c,8,609069338,,,2009-04-30 12:48:33
698740,31,0ea49b82da4dda5698a88a7fa7a27559,1,1641222027,,,2009-04-30 15:30:41
699321,39,1e7a4692350b48e1d0fccf91397c0acd,1,1136842991,,,2009-04-30 15:40:36
705646,27,8899d85728b5b8515023ff12ae3b5908,1,1216622070,,,2009-04-30 18:18:13
709621,25,2225564cb7e7ce0c5ed462ffa99e0860,3,342145155,,,2009-04-30 20:59:44
716943,27,30722313a2f44d49ad2370e22b150c48,2,678643935,,,2009-05-01 08:10:41
718508,15,a840c731585dc1a72e871886ba7ad24a,3,2054284384,,,2009-05-01 10:04:56
720656,26,db7380ee3aa894c67eacc568b3ad59b9,1,1564210314,,,2009-05-01 11:21:44
724183,25,9dccd6bf1407b7f6c9a7dc12c6d576c7,2,20939507,,,2009-05-01 13:25:51
730081,25,8e32c869be53e78ce03d62f6dcb83104,2,1303251686,,,2009-05-01 19:41:51
733727,25,c706b7d32567ecf0bef51ad8ea15f6bd,3,1622088275,,,2009-05-01 22:48:05
734630,34,e47b57fb5a2ff6f198b1047069ecf6f4,3,352852484,,,2009-05-02 02:45:20
736738,34,7cfaeefa0780d29f1c34f8a336e1f3ce,1,405019374,,,2009-05-02 08:33:19
738474,26,7d85d24b42dac1d6c027018b014a62eb,2,953828326,,,2009-05-02 10:08:56
740113,26,2fff1c13fde2e79ddffac5bba7e0c671,2,1664423449,,,2009-05-02 13:43:47
744145,27,1a3f4f264ed4b47601ed844838e91b3a,2,367030494,,,2009-05-02 20:03:19
749750,34,4e812bf77438ccf9f43788aee02bccba,2,1892116577,,,2009-05-03 10:56:57
750592,27,a7aed91fa869fd424addf7cfb336cd86,1,1298254914,,,2009-05-03 11:20:50
755488,22,805d895c21aa5129de9b9f2a802778b9,6,101769088,,,2009-05-03 16:34:45
758214,34,747d041ee681787f2d9b4eb3bb18fe2a,1,1766333516,,,2009-05-03 21:40:38
762058,31,1c62fed223ecb513f735c2c982097005,1,136842992,,,2009-05-04 12:32:29
763105,22,b2b82342d5fbde4221b170f85edcfdbc,5,1588064443,,,2009-05-04 15:45:29
763674,22,95e3e3530ff4369e3a9ebe80702d2c6a,2,2024927834,,,2009-05-04 16:42:08
770786,22,ebfda71808ddcb18d8903019b2a9e1ec,2,1910110262,,,2009-05-05 13:56:43
773611,26,f6ff96f02bbc59f5ea56d58c06456dc1,5,825540616,,,2009-05-05 20:11:11
780798,2,9f4473f55fc630f2338062c0e4c60781,4,344748080,,,2009-05-06 16:01:30
781183,2,d32607a0d28e509f93ebabc87cceb4f6,4,362599308,,,2009-05-06 17:11:56
782188,2,7c4498332a45fe32210ff4f0187cb9d5,3,1931152441,,,2009-05-06 18:31:34
784052,41,ed6bc8b012753d896fb7d1940399871a,2,902778788,,,2009-05-06 21:37:50
796235,31,b482dbae8a737c35f5b275a971329c1c,1,1655614748,,,2009-05-07 21:26:07
806618,16,13e49adff5358c8b731eb59836d55085,3,1949877949,,,2009-05-08 19:01:31
817390,31,95fdc6893eaa6bc3d329b5062d8e2984,2,237965479,,,2009-05-09 19:56:36
823483,3,0bf5f9e29bc5aa023102474430ea0f74,4,959815847,,,2009-05-10 19:41:12
824058,2,fa296158808ddaaa60773b43066f4496,5,469293151,,,2009-05-10 20:12:19
825026,4,8f806920b167f6fce1f8f38a96618c4b,2,1042506956,,,2009-05-10 21:20:33
830047,4,7c95bbd0f87d3d1dcf096f060399d5ca,4,1536283413,,,2009-05-11 19:01:29
832404,19,dab5e31b019c8df97c30b7924c2f955f,8,29168387,,,2009-05-12 07:45:28
834842,16,0d4bc352908b285dae3061f1fb55d467,5,17443957,,,2009-05-12 13:08:13
841041,16,f8e9d3cbc60e49a262edf3d357e3e217,3,2016660716,,,2009-05-13 00:52:10
841973,18,8949750b9778b9f3b1935403504fdcda,5,1495660578,,,2009-05-13 07:09:18
844889,16,52e6ca243e37610c59210071dbeab6f8,6,2017511963,,,2009-05-13 14:36:43
846417,4,3dcd591fa7502e3478f1aa7330c84406,1,364756331,,,2009-05-13 17:56:05
849157,4,5ac6502ddbb6897ce41c0bb28d017d2b,9,1827809402,,,2009-05-14 00:04:58
853181,24,f8e9d3cbc60e49a262edf3d357e3e217,1,1850546331,,,2009-05-14 16:38:44
855990,24,62c4196dcc8c746ffc37745346c1f994,4,1932560208,,,2009-05-15 08:54:32
856472,18,2ae8ebfb4c3fe27ecc57717ffd2f5764,4,1019789340,,,2009-05-15 10:42:59
859833,50,b477c807e595e548ad0b433a9baeafa4,3,2044070552,,,2009-05-15 15:32:26
860642,24,b477c807e595e548ad0b433a9baeafa4,2,236029648,,,2009-05-15 16:00:07
863351,13,91b480b648ee9e42e65bfca95ecd59db,2,395558440,,,2009-05-15 21:54:26
865011,24,6e4667c17506f83bb6e6b33b158076cb,6,1346514970,,,2009-05-16 08:32:55
870748,37,1426390ef168a99ca145369abb45d1bf,6,1077658089,,,2009-05-17 14:36:29
871691,28,b65cc75aa8d63c98e3c8bf2d45d928e9,1,1366395987,,,2009-05-17 15:34:55
878081,13,6cf7b11f8d08ae96b218a048dcb8fbcc,2,198911798,,,2009-05-18 13:12:25
890051,13,95e41563fbf23551d74c6aab33314bf2,2,945809619,,,2009-05-20 11:29:14
891013,16,c327273a14418c6b93efd771a750a4df,3,1666689252,,,2009-05-20 16:15:07
891676,13,522117210cbe576e3a14d85df992af8a,3,224216017,,,2009-05-20 19:02:11
893284,6,8cacafd0594ea7578be175743f1eab58,5,480056700,,,2009-05-21 11:55:59
893956,1,79f8133763b7e8455e324d9abc247e4b,4,468888204,,,2009-05-21 13:27:16
900700,44,3f62e35dd734c3367492478ce621e41c,2,385803373,,,2009-05-22 12:20:59
903741,49,0b40c47abed4ba32f867a93c5b374fe2,3,335277831,,,2009-05-23 13:29:16
904154,48,0b40c47abed4ba32f867a93c5b374fe2,2,1632520278,,,2009-05-23 13:51:07
910849,6,ae42c2f45c03bc9d02f8e08620cb9be5,7,1584868850,,,2009-05-25 18:24:17
917953,6,2374b3b6e3e4e3a666ee4aadd4483c13,9,359636414,,,2009-05-26 20:56:22
924748,29,3dea1b04393445b67277d25b1f1b8633,1,1526303606,,,2009-05-28 17:35:24
930761,48,1c7e05a1077365491a6ee20e2516840b,4,1724812231,,,2009-05-30 16:22:42
941759,21,e4658dce35921a5915623edd3e830f45,4,64733381,,,2009-06-02 14:45:07
943460,16,263154c70ea5b51f575704723f5969e6,2,970062022,,,2009-06-02 23:53:13
944136,48,263154c70ea5b51f575704723f5969e6,3,1204518044,,,2009-06-03 00:34:25
944337,6,263154c70ea5b51f575704723f5969e6,9,983047728,,,2009-06-03 00:44:49
944963,2,8d2e493fa85f0ddfbf15eb8c6df3da1a,4,2112606231,,,2009-06-03 08:43:42
945011,20,56599e324e4fb20b11492c748848ad62,4,251034421,,,2009-06-03 09:28:48
949685,44,b59c622def6ded6781bac076aa6125d0,2,1795583872,,,2009-06-05 18:22:10
952759,29,5af732993938e6b22f85e6e4a0791841,5,1178280201,,,2009-06-06 22:09:39
956671,48,e6600003c87e6dc8f4f777e6383ff164,2,47749732,,,2009-06-07 17:54:07
957679,20,75ff7c494882a41ca9084ae49b830947,1,328942439,,,2009-06-08 02:05:38
959596,24,aebbba02139519b144aa32f95f6c5e55,6,976975550,,,2009-06-08 16:14:56
959967,10,2ac617148a46e31e2f86c6682792ef40,9,143713635,,,2009-06-08 17:37:02
961110,10,f739a01a0a7d5f27d84d516c7e76721f,10,138207142,,,2009-06-09 19:14:41
963521,44,8f259383d83146a2746b2ce3439a803e,5,1837148056,,,2009-06-10 23:14:36
965872,16,dbe86090b0a6760409941f4b28b93cbe,3,1642113627,,,2009-06-12 10:33:04
969598,32,b7fbad447db0e1fe58697b95f0f882c5,2,1526897141,,,2009-06-14 08:54:00
970789,44,b7fbad447db0e1fe58697b95f0f882c5,2,675618517,,,2009-06-14 14:56:10
977505,30,36af044f011d7ae59b0fd9b517a0a1c8,6,1020243341,,,2009-06-17 00:13:50
979964,27,9e6460e417173c72dd8d9de9fcb58366,2,979669581,,,2009-06-18 10:17:45
980607,49,2faf266b5ddb36f49deeb8bcf6999da0,5,1352140745,,,2009-06-18 15:06:52
983045,38,0ade803804b4b37799a2fc791a8acfe0,1,916950254,,,2009-06-19 20:12:47
986012,20,d11c315f6d3e06c48224b2d492d339e6,4,1727633641,,,2009-06-20 22:39:31
987469,30,3ce063a51dfc5c2ab60eed71460270ff,1,1656544622,,,2009-06-21 21:51:07
989463,10,7e043be8c688fc04a4f4944e8797efaf,4,1056891406,,,2009-06-22 18:33:35
991829,30,b4b94332c8fc0b7447ffda51a1ca5a2d,2,1987106074,,,2009-06-23 08:21:58
991856,29,b4b94332c8fc0b7447ffda51a1ca5a2d,2,1445878220,,,2009-06-23 08:23:10
992998,10,b4b94332c8fc0b7447ffda51a1ca5a2d,10,2127494953,,,2009-06-23 11:16:26
997446,29,80637c238bb72c8e14512f52ba8c719c,3,529576246,,,2009-06-23 20:29:10
998861,38,20e6b65c2017cf821d0d4803f6b0ac6f,2,642770317,,,2009-06-24 04:38:37
1001232,20,e32351e79895bdc3d50145eb8ee94ca0,4,948831920,,,2009-06-25 13:17:41
1001369,19,444cd13290f4f9fb826dde6541e7bce0,3,254542081,,,2009-06-25 15:50:38
1009875,32,1036350e27b866ba2f3ad204c23d4ac4,2,1118877340,,,2009-06-29 16:34:31
1027033,30,30b99ca0b1ae70c33097642d617f1521,3,700166500,,,2009-07-09 12:37:02
1043860,13,c5f7eec96efed5ff9118a11463618c9e,6,1588440625,,,2009-07-21 09:55:08
1057262,39,7514b735f48defaa118736325eadde37,6,458267016,,,2009-07-27 17:12:26
1059649,26,c85d775e4c7ac9468d3675ff98721acb,3,1852447874,,,2009-07-28 16:23:51
1073222,28,0a087a336e81899bfdadcf95e3ace40d,4,933005310,,,2009-08-06 13:12:53
1073508,12,381d25a96155e5e37e86558e525d2a9a,5,259689828,,,2009-08-06 15:15:34
1091872,32,143da8642fb89fd1589affc01f2358dd,1,1775436746,,,2009-08-18 03:19:00
1095458,43,6905631f4633e17e62c41d52bce475d1,1,1727407422,,,2009-08-19 15:47:12
1106551,3,ff2c80bd2ba5bff863012635ec3edb5a,1,1669402224,,,2009-08-22 21:53:00
1107228,39,6f816b1719386f90f162a823248ecafc,3,13114500,,,2009-08-23 11:34:34
1109438,10,05394412d1d633f0833a1aed280da7eb,5,708710930,,,2009-08-23 21:19:43
1112757,23,c1dabf469be3f520fbe7fd1b6a179737,4,1764842082,,,2009-08-24 21:27:04
1116565,40,12c0f3783499c2d53fa1224fa28a5c55,2,1572496479,,,2009-08-26 09:56:13
1117147,43,6359d42661dde6ca40beb320e8fb535d,2,1982064174,,,2009-08-26 14:01:59
1117709,37,ea4ca88bb36b540fe3a2fc9088309e98,2,1124832157,,,2009-08-26 18:39:49
1123786,14,87086cd5b9e7806982d3e9ecf36906bd,5,183441133,,,2009-08-29 09:33:58
1125574,31,393905d46d39a6199b1c1586397e887b,2,1941193383,,,2009-08-30 16:57:38
1134479,8,7c8f63b34347fd8ecdbfb0bf8e314156,6,1619090560,,,2009-09-04 12:06:28
1137568,26,d1e29bd059a30070f4f4c05646614fe6,3,57716408,,,2009-09-07 16:03:06
1138342,46,2b789de235e18e32177416a76109c254,5,474951682,,,2009-09-08 02:16:00
1139456,42,bb0c35c39a7cdcc4bdc28aa3d74cf068,2,1902206240,,,2009-09-08 21:26:33
1141032,28,2bbd87d39c20c6805d592f16d906f779,5,1613407040,,,2009-09-10 12:28:45
1147568,26,dc9c9fc38545c8e4f94c57f4076daa48,5,1406309286,,,2009-09-15 12:35:31
1155564,1,612a6bae79f7fdc84001841df03cf104,4,1136129312,,,2009-09-22 21:21:13
1162521,22,1b7da136e650f8fa7ec8d7456c72fba4,2,1154292419,,,2009-09-29 13:37:49
1162668,36,1b7da136e650f8fa7ec8d7456c72fba4,1,1746799514,,,2009-09-29 14:35:13
1164165,8,a083b74016942754ca17501edc40c48a,7,551388980,,,2009-10-02 13:24:49
1168619,7,548aaa9d0369c0385137277e02a09e69,8,1248708174,,,2009-10-08 06:17:24
1169331,15,7f16482c827b560424a2149e028d0c01,5,1763764959,,,2009-10-08 10:55:03
1169353,29,7f16482c827b560424a2149e028d0c01,5,155444327,,,2009-10-08 10:56:11
1170817,41,89c0f129f4f17f36fd700c2aaa008724,1,1941536215,,,2009-10-09 08:52:06
1171494,2,fcf28c3d96eb9490b5c26e0edf77fb27,3,1940068012,,,2009-10-09 14:26:14
1177145,49,4b82b1196536cf1703cbadcfe103626d,2,1872654804,,,2009-10-13 21:15:55
1184600,30,bb09ceff518170e09c1091b2e055d9c0,4,29212599,,,2009-10-16 14:46:53
1187127,42,a566344863320628e845ec7bb33a4659,4,950065367,,,2009-10-17 22:09:59
1190918,35,e40b669e533738325163b51e36c55fbf,1,855697234,,,2009-10-19 08:46:15
1191263,35,ecad41a00cd8825ec674787ea642912e,1,1397061446,,,2009-10-19 11:45:45
1191718,3,6d908890d193f80bd171cc01cf74d58a,4,1777368798,,,2009-10-19 12:38:46
1198428,33,1d9d25ae7f4b957ed8d8815b08f076f8,3,348680725,,,2009-10-22 17:00:54
1206928,35,4fbe6fbbb21d3315320fc5fdd71b9724,2,1550448844,,,2009-10-26 20:21:03
1207777,35,8cf26169cc32c05aa191b29fdf0d6318,2,1620613059,,,2009-10-27 19:42:48
1210061,46,bb7dcb409522010cc3775ff73238dee3,5,1198223875,,,2009-10-29 12:46:36
1212170,3,80566907d18c78acb8552f0256cd7d38,6,1576170766,,,2009-10-30 22:31:56
1216676,15,274f74a34f962f02234c88bd47c2cffc,3,558861035,,,2009-11-03 14:14:35
1223871,50,5328d4ee2b6d193835f82e832c738489,1,1575685205,,,2009-11-06 19:05:06
1250046,34,11821a090210d6841f09f07f65433741,2,1482881070,,,2009-12-15 10:10:49
1250452,13,3fb0ddc8c6ab23a051ce037e747904ce,4,321823246,,,2009-12-16 13:42:24
1260277,21,be41d0699cd02dbd0ab2aeffca65605e,4,688300892,,,2010-01-14 17:54:59
1262067,22,be41d0699cd02dbd0ab2aeffca65605e,3,245774847,,,2010-01-15 12:31:35
1266147,17,cbe01f44c931389b479cd7d19e3b6667,2,1100769913,,,2010-01-22 17:43:31
1267421,7,46a434a030bc3a72653e424872fcd069,5,430034636,,,2010-01-23 23:41:31
1272919,17,4f470b32c5bac909413331da9272e047,2,1553040474,,,2010-02-01 21:07:28
